source,pedon_id,order,lat,lon,latlon_q,horizon_number,horizon,horizon_type,depth2,depth1,depth,bulk_density,bd_method,cf,cf_method,cconc,cconc_method,mineral_d,ff_d,total_d,ccontent,total_c,ccontent_1m,total_c_1m,pedon_start
SANBORN & MASSICOTTE 2010,BC09-04,Gleyed Dystric Brunisol,54.07572222,-131.6861111,HIGH,1,Lv/S,NA,7,6,1,0.16,0,0,2,53.95,0,100,7,107,863,6820,863,65.55,TRUE
SANBORN & MASSICOTTE 2010,BC09-04,Gleyed Dystric Brunisol,54.07572222,-131.6861111,HIGH,2,Fm,NA,6,2,4,0.16,0,0,2,21.77,0,,,,1393,,1393,,FALSE
SANBORN & MASSICOTTE 2010,BC09-04,Gleyed Dystric Brunisol,54.07572222,-131.6861111,HIGH,3,Hh,NA,2,0,2,0.16,0,0,2,41.5,0,,,,1328,,1328,,FALSE
SANBORN & MASSICOTTE 2010,BC09-04,Gleyed Dystric Brunisol,54.07572222,-131.6861111,HIGH,4,Aeg,NA,0,-3,3,1.48,0,0,2,0.47,0,,,,209,,209,,FALSE
SANBORN & MASSICOTTE 2010,BC09-04,Gleyed Dystric Brunisol,54.07572222,-131.6861111,HIGH,5,Bmg,NA,-3,-35,32,1.59,0,0,2,0.21,0,,,,1068,,1068,,FALSE
SANBORN & MASSICOTTE 2010,BC09-04,Gleyed Dystric Brunisol,54.07572222,-131.6861111,HIGH,6,BC,NA,-35,-60,25,1.59,0,0,2,0.16,0,,,,636,,636,,FALSE
SANBORN & MASSICOTTE 2010,BC09-04,Gleyed Dystric Brunisol,54.07572222,-131.6861111,HIGH,7,Cg,NA,-60,-110,50,1.47,0,0,2,0.18,0,,,,1323,,1058,,FALSE
SANBORN & MASSICOTTE 2010,BC09-01,Gleyed Dystric Brunisol,54.02630556,-131.9822222,HIGH,1,Lv,NA,13,12,1,0.16,0,0,2,53.33,0,100,13,113,853,13978,853,138.16,TRUE
SANBORN & MASSICOTTE 2010,BC09-01,Gleyed Dystric Brunisol,54.02630556,-131.9822222,HIGH,2,Fm,NA,12,11,1,0.16,0,0,2,50.78,0,,,,812,,812,,FALSE
SANBORN & MASSICOTTE 2010,BC09-01,Gleyed Dystric Brunisol,54.02630556,-131.9822222,HIGH,3,Hh,NA,11,0,11,0.16,0,0,2,49.88,0,,,,8779,,8779,,FALSE
SANBORN & MASSICOTTE 2010,BC09-01,Gleyed Dystric Brunisol,54.02630556,-131.9822222,HIGH,4,Ae,NA,0,-7,7,1.32,0,0,2,0.35,0,,,,323,,323,,FALSE
SANBORN & MASSICOTTE 2010,BC09-01,Gleyed Dystric Brunisol,54.02630556,-131.9822222,HIGH,5,Bm1,NA,-7,-25,18,1.35,0,0,2,0.58,0,,,,1409,,1409,,FALSE
SANBORN & MASSICOTTE 2010,BC09-01,Gleyed Dystric Brunisol,54.02630556,-131.9822222,HIGH,6,Bm2,NA,-25,-55,30,1.55,0,0,2,0.25,0,,,,1162,,1162,,FALSE
SANBORN & MASSICOTTE 2010,BC09-01,Gleyed Dystric Brunisol,54.02630556,-131.9822222,HIGH,7,BC,NA,-55,-85,30,1.51,0,0,2,0.09,0,,,,408,,408,,FALSE
SANBORN & MASSICOTTE 2010,BC09-01,Gleyed Dystric Brunisol,54.02630556,-131.9822222,HIGH,8,Cg,NA,-85,-135,50,1.55,0,0,2,0.03,0,,,,232,,70,,FALSE
SANBORN & MASSICOTTE 2010,BC09-02,Placic Humic Podzol,54.02252778,-131.9755556,HIGH,1,Lv,NA,20,19,1,0.11,0,0,2,55.39,0,100,20,120,609,37508,609,348.89,TRUE
SANBORN & MASSICOTTE 2010,BC09-02,Placic Humic Podzol,54.02252778,-131.9755556,HIGH,2,Fm,NA,19,15,4,0.11,0,0,2,54.29,0,,,,2389,,2389,,FALSE
SANBORN & MASSICOTTE 2010,BC09-02,Placic Humic Podzol,54.02252778,-131.9755556,HIGH,3,Hh,NA,15,0,15,0.11,0,0,2,57.66,0,,,,9514,,9514,,FALSE
SANBORN & MASSICOTTE 2010,BC09-02,Placic Humic Podzol,54.02252778,-131.9755556,HIGH,4,Aeg,NA,0,-9,9,0.93,0,0,2,3.74,0,,,,3130,,3130,,FALSE
SANBORN & MASSICOTTE 2010,BC09-02,Placic Humic Podzol,54.02252778,-131.9755556,HIGH,5,Bhcj,NA,-9,-20,11,0.86,0,0,2,2.73,0,,,,2583,,2583,,FALSE
SANBORN & MASSICOTTE 2010,BC09-02,Placic Humic Podzol,54.02252778,-131.9755556,HIGH,6,Bhg,NA,-20,-59,39,0.86,0,0,2,3.8,0,,,,12745,,12745,,FALSE
SANBORN & MASSICOTTE 2010,BC09-02,Placic Humic Podzol,54.02252778,-131.9755556,HIGH,7,Bg,NA,-59,-62,3,0.86,0,0,2,3.36,0,,,,867,,867,,FALSE
SANBORN & MASSICOTTE 2010,BC09-02,Placic Humic Podzol,54.02252778,-131.9755556,HIGH,8,Bfc,NA,-62,-65,3,1.17,0,0,2,1.57,0,,,,551,,551,,FALSE
SANBORN & MASSICOTTE 2010,BC09-02,Placic Humic Podzol,54.02252778,-131.9755556,HIGH,9,BC,NA,-65,-90,25,1.71,0,0,2,0.41,0,,,,1753,,1753,,FALSE
SANBORN & MASSICOTTE 2010,BC09-02,Placic Humic Podzol,54.02252778,-131.9755556,HIGH,10,Cg,NA,-90,-135,45,1.74,0,0,2,0.43,0,,,,3367,,748,,FALSE
SANBORN & MASSICOTTE 2010,BC09-03,Placic Humic Podzol,54.07275,-131.6886111,HIGH,1,Lv/S,NA,20,19,1,0.11,0,0,2,55.72,0,100,20,120,613,35999,613,336.43,TRUE
SANBORN & MASSICOTTE 2010,BC09-03,Placic Humic Podzol,54.07275,-131.6886111,HIGH,2,Fm,NA,19,15,4,0.11,0,0,2,53.76,0,,,,2365,,2365,,FALSE
SANBORN & MASSICOTTE 2010,BC09-03,Placic Humic Podzol,54.07275,-131.6886111,HIGH,3,Hh,NA,15,0,15,0.11,0,0,2,52.2,0,,,,8613,,8613,,FALSE
SANBORN & MASSICOTTE 2010,BC09-03,Placic Humic Podzol,54.07275,-131.6886111,HIGH,4,Aeg,NA,0,-12,12,0.61,0,0,2,7.24,0,,,,5300,,5300,,FALSE
SANBORN & MASSICOTTE 2010,BC09-03,Placic Humic Podzol,54.07275,-131.6886111,HIGH,5,Bhc,NA,-12,-72,60,1.4,0,0,2,1.7,0,,,,14280,,14280,,FALSE
SANBORN & MASSICOTTE 2010,BC09-03,Placic Humic Podzol,54.07275,-131.6886111,HIGH,6,Bfc,NA,-72,-75,3,1.44,0,0,2,2.14,0,,,,924,,924,,FALSE
SANBORN & MASSICOTTE 2010,BC09-03,Placic Humic Podzol,54.07275,-131.6886111,HIGH,7,BC,NA,-75,-125,50,1.44,0,0,2,0.43,0,,,,3096,,1548,,FALSE
SANBORN & MASSICOTTE 2010,BC09-03,Placic Humic Podzol,54.07275,-131.6886111,HIGH,8,Cg,NA,-125,-150,25,1.54,0,0,2,0.21,0,,,,808,,0,,FALSE
SANBORN & MASSICOTTE 2010,BC09-06,Placic Humic Podzol,54.022,-131.7091667,HIGH,1,Lv/S,NA,40,39,1,0.11,0,0,2,56.2,0,100,40,140,618,48896,618,474.28,TRUE
SANBORN & MASSICOTTE 2010,BC09-06,Placic Humic Podzol,54.022,-131.7091667,HIGH,2,Fm,NA,39,35,4,0.11,0,0,2,50.51,0,,,,2222,,2222,,FALSE
SANBORN & MASSICOTTE 2010,BC09-06,Placic Humic Podzol,54.022,-131.7091667,HIGH,3,Hh1,NA,35,23,12,0.11,0,0,2,53.21,0,,,,7024,,7024,,FALSE
SANBORN & MASSICOTTE 2010,BC09-06,Placic Humic Podzol,54.022,-131.7091667,HIGH,4,Hh2,NA,23,20,3,0.11,0,0,2,50.9,0,,,,1680,,1680,,FALSE
SANBORN & MASSICOTTE 2010,BC09-06,Placic Humic Podzol,54.022,-131.7091667,HIGH,5,Hh3,NA,20,10,10,0.11,0,0,2,55.46,0,,,,6101,,6101,,FALSE
SANBORN & MASSICOTTE 2010,BC09-06,Placic Humic Podzol,54.022,-131.7091667,HIGH,6,Hh4,NA,10,0,10,0.11,0,0,2,47.58,0,,,,5234,,5234,,FALSE
SANBORN & MASSICOTTE 2010,BC09-06,Placic Humic Podzol,54.022,-131.7091667,HIGH,7,Ae,NA,0,-10,10,1.39,0,0,2,4.42,0,,,,6144,,6144,,FALSE
SANBORN & MASSICOTTE 2010,BC09-06,Placic Humic Podzol,54.022,-131.7091667,HIGH,8,Bhc1,NA,-10,-35,25,1.39,0,0,2,1.96,0,,,,6811,,6811,,FALSE
SANBORN & MASSICOTTE 2010,BC09-06,Placic Humic Podzol,54.022,-131.7091667,HIGH,9,Bhc2,NA,-35,-82,47,1.54,0,0,2,1.42,0,,,,10278,,10278,,FALSE
SANBORN & MASSICOTTE 2010,BC09-06,Placic Humic Podzol,54.022,-131.7091667,HIGH,10,Bfc,NA,-82,-85,3,1.54,0,0,2,1.67,0,,,,772,,772,,FALSE
SANBORN & MASSICOTTE 2010,BC09-06,Placic Humic Podzol,54.022,-131.7091667,HIGH,11,BC,NA,-85,-130,45,1.45,0,0,2,0.25,0,,,,1631,,544,,FALSE
SANBORN & MASSICOTTE 2010,BC09-06,Placic Humic Podzol,54.022,-131.7091667,HIGH,12,Cg,NA,-130,-162,32,1.49,0,0,2,0.08,0,,,,381,,0,,FALSE
SANBORN & MASSICOTTE 2010,BC09-07,NA,54.06908333,-131.6772222,HIGH,1,NA,NA,,,,,0,0,2,,0,,,,,0,,0,TRUE
SANBORN & LAVKULICH 1989,BANFIELD,Ferro-Humic Podzol,48.83333333,-125.1333333,LOW,1,Oi,NA,14,13,1,0.11,0,0,2,49.5,0,51,14,65,544,97884,544,978.84,TRUE
SANBORN & LAVKULICH 1989,BANFIELD,Ferro-Humic Podzol,48.83333333,-125.1333333,LOW,2,Oe,NA,13,8,5,0.11,0,0,2,48.3,0,,,,2656,,2656,,FALSE
SANBORN & LAVKULICH 1989,BANFIELD,Ferro-Humic Podzol,48.83333333,-125.1333333,LOW,3,Oa,NA,8,0,8,0.11,0,0,2,47.3,0,,,,4162,,4162,,FALSE
SANBORN & LAVKULICH 1989,BANFIELD,Ferro-Humic Podzol,48.83333333,-125.1333333,LOW,4,E,NA,0,-3,3,0.93,0,0,2,4.7,0,,,,1311,,1311,,FALSE
SANBORN & LAVKULICH 1989,BANFIELD,Ferro-Humic Podzol,48.83333333,-125.1333333,LOW,5,Bhs1,NA,-3,-10,7,1.71,0,0,2,12.4,0,,,,14843,,14843,,FALSE
SANBORN & LAVKULICH 1989,BANFIELD,Ferro-Humic Podzol,48.83333333,-125.1333333,LOW,6,Bhs2,NA,-10,-35,25,1.71,0,0,2,8.5,0,,,,36338,,36338,,FALSE
SANBORN & LAVKULICH 1989,BANFIELD,Ferro-Humic Podzol,48.83333333,-125.1333333,LOW,7,Bhs3,NA,-35,-51,16,1.71,0,0,2,13.9,0,,,,38030,,38030,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK1,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,1,Oa,NA,11,6,5,0.11,0,0,2,49.8,0,68,11,79,2739,86992,2739,869.92,TRUE
SANBORN & LAVKULICH 1989,CARNATIONCREEK1,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,2,Oa,NA,6,0,6,0.11,0,0,2,46.7,0,,,,3082,,3082,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK1,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,3,E,NA,0,-2,2,0.93,0,0,2,5.5,0,,,,1023,,1023,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK1,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,4,Bhs2,NA,-2,-20,18,1.71,0,0,2,7.1,0,,,,21854,,21854,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK1,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,5,Bhs2,NA,-20,-35,15,1.71,0,0,2,9,0,,,,23085,,23085,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK1,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,6,Bhs3,NA,-35,-45,10,1.71,0,0,2,7,0,,,,11970,,11970,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK1,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,7,Bhs4,NA,-45,-55,10,1.71,0,0,2,11.9,0,,,,20349,,20349,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK1,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,8,Bms,NA,-55,-68,13,1.71,0,0,2,1.3,0,,,,2890,,2890,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK2,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,1,Oi,NA,11,9,2,0.11,0,0,2,47,0,100,11,111,1034,355850,1034,1516.42,TRUE
SANBORN & LAVKULICH 1989,CARNATIONCREEK2,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,2,Oe,NA,9,6,3,0.11,0,0,2,51.7,0,,,,1706,,1706,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK2,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,3,Oa,NA,6,0,6,0.11,0,0,2,50.2,0,,,,3313,,3313,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK2,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,4,Bhs1,NA,0,-20,20,1.71,0,0,2,14.6,0,,,,49932,,49932,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK2,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,5,Bhs2,NA,-20,-77,57,1.71,0,0,2,5.9,0,,,,57507,,57507,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK2,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,6,Bhs3,NA,-77,-123,46,1.71,0,0,2,9.7,0,,,,76300,,38150,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK2,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,7,Bhs4,NA,-123,-133,10,1.71,0,0,2,15.7,0,,,,26847,,0,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK2,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,8,Bhs5,NA,-133,-170,37,1.71,0,0,2,11.3,0,,,,71495,,0,,FALSE
SANBORN & LAVKULICH 1989,CARNATIONCREEK2,Ferro-Humic Podzol,48.91666667,-124.9833333,LOW,9,Bhs6,NA,-170,-210,40,1.71,0,0,2,9.9,0,,,,67716,,0,,FALSE
LEWIS 1976,AD,Duric Humo-Ferric Podzol,48.85,-124.25,LOW,1,LF,NA,5,2.5,2.5,0.14,0,0,2,45.94,0,100,5,105,1608,9906,1608,97.7,TRUE
LEWIS 1976,AD,Duric Humo-Ferric Podzol,48.85,-124.25,LOW,2,H,NA,2.5,0,2.5,0.14,0,0,2,36.94,0,,,,1293,,1293,,FALSE
LEWIS 1976,AD,Duric Humo-Ferric Podzol,48.85,-124.25,LOW,3,Bfh,NA,0,-15,15,1.38,0,77,1,3.8,0,,,,1809,,1809,,FALSE
LEWIS 1976,AD,Duric Humo-Ferric Podzol,48.85,-124.25,LOW,4,Bf1,NA,-15,-30,15,1.38,0,73,1,2.23,0,,,,1246,,1246,,FALSE
LEWIS 1976,AD,Duric Humo-Ferric Podzol,48.85,-124.25,LOW,5,Bf2,NA,-30,-45,15,1.38,0,73,1,2.1,0,,,,1174,,1174,,FALSE
LEWIS 1976,AD,Duric Humo-Ferric Podzol,48.85,-124.25,LOW,6,Bf3,NA,-45,-60,15,1.38,0,76,1,2.06,0,,,,1023,,1023,,FALSE
LEWIS 1976,AD,Duric Humo-Ferric Podzol,48.85,-124.25,LOW,7,Bfgj1,NA,-60,-75,15,1.38,0,76,1,1.8,0,,,,894,,894,,FALSE
LEWIS 1976,AD,Duric Humo-Ferric Podzol,48.85,-124.25,LOW,8,Bfgj2,NA,-75,-90,15,1.38,0,84,1,1.36,0,,,,450,,450,,FALSE
LEWIS 1976,AD,Duric Humo-Ferric Podzol,48.85,-124.25,LOW,9,BCd,NA,-90,-105,15,1.38,0,54,1,0.43,0,,,,409,,273,,FALSE
LEWIS 1976,AD,Duric Humo-Ferric Podzol,48.85,-124.25,LOW,10,C,NA,105,105,,,0,0,2,,0,,,,,,,,FALSE
LEWIS 1976,AW,Duric Ferro-Humic Podzol,50.7,-128.0333333,LOW,1,LF,NA,10,7.5,2.5,0.11,0,0,2,43.07,0,100,10,110,1184,25911,1184,256.87,TRUE
LEWIS 1976,AW,Duric Ferro-Humic Podzol,50.7,-128.0333333,LOW,2,H,NA,7.5,0,7.5,0.11,0,0,2,43.07,0,,,,3553,,3553,,FALSE
LEWIS 1976,AW,Duric Ferro-Humic Podzol,50.7,-128.0333333,LOW,3,Bhf,NA,0,-15,15,0.86,0,46,1,7.1,0,,,,4946,,4946,,FALSE
LEWIS 1976,AW,Duric Ferro-Humic Podzol,50.7,-128.0333333,LOW,4,Bfh1,NA,-15,-30,15,0.86,0,44,1,4.42,0,,,,3193,,3193,,FALSE
LEWIS 1976,AW,Duric Ferro-Humic Podzol,50.7,-128.0333333,LOW,5,Bfh2,NA,-30,-45,15,0.86,0,42,1,3.88,0,,,,2903,,2903,,FALSE
LEWIS 1976,AW,Duric Ferro-Humic Podzol,50.7,-128.0333333,LOW,6,Bfh3,NA,-45,-60,15,0.86,0,43,1,3.86,0,,,,2838,,2838,,FALSE
LEWIS 1976,AW,Duric Ferro-Humic Podzol,50.7,-128.0333333,LOW,7,Bfh4,NA,-60,-75,15,0.86,0,54,1,4.92,0,,,,2920,,2920,,FALSE
LEWIS 1976,AW,Duric Ferro-Humic Podzol,50.7,-128.0333333,LOW,8,Bfhgj,NA,-75,-90,15,0.86,0,50,1,5.74,0,,,,3702,,3702,,FALSE
LEWIS 1976,AW,Duric Ferro-Humic Podzol,50.7,-128.0333333,LOW,9,BCd,NA,-90,-105,15,1.71,0,66,1,0.77,0,,,,672,,448,,FALSE
LEWIS 1976,AW,Duric Ferro-Humic Podzol,50.7,-128.0333333,LOW,10,C,NA,105,105,0,,0,0,2,0.31,0,,,,,,,,FALSE
LEWIS 1976,BD,Duric Humo-Ferric Podzol,50.2,-125.5166667,LOW,1,LF,NA,7.5,4,3.5,0.14,0,0,2,44.6,0,100,8,108,2185,19903,2185,170.21,TRUE
LEWIS 1976,BD,Duric Humo-Ferric Podzol,50.2,-125.5166667,LOW,2,H,NA,4,0,4,0.14,0,0,2,32.92,0,,,,1844,,1844,,FALSE
LEWIS 1976,BD,Duric Humo-Ferric Podzol,50.2,-125.5166667,LOW,3,Bf1,NA,0,-20,20,1.38,0,40,1,1.69,0,,,,2799,,2799,,FALSE
LEWIS 1976,BD,Duric Humo-Ferric Podzol,50.2,-125.5166667,LOW,4,Bf2,NA,-20,-40,20,1.38,0,55,1,1.55,0,,,,1925,,1925,,FALSE
LEWIS 1976,BD,Duric Humo-Ferric Podzol,50.2,-125.5166667,LOW,5,Bf3,NA,-40,-60,20,1.38,0,60,1,1.71,0,,,,1888,,1888,,FALSE
LEWIS 1976,BD,Duric Humo-Ferric Podzol,50.2,-125.5166667,LOW,6,Bfgj1,NA,-60,-80,20,1.38,0,63,1,2.1,0,,,,2145,,2145,,FALSE
LEWIS 1976,BD,Duric Humo-Ferric Podzol,50.2,-125.5166667,LOW,7,Bfgh2,NA,-80,-112,32,1.38,0,55,1,3.41,0,,,,6776,,4235,,FALSE
LEWIS 1976,BD,Duric Humo-Ferric Podzol,50.2,-125.5166667,LOW,8,BCd,NA,-112,-127,15,1.38,0,39,1,0.27,0,,,,341,,0,,FALSE
LEWIS 1976,BD,Duric Humo-Ferric Podzol,50.2,-125.5166667,LOW,9,C,NA,127,127,0,,0,0,2,0.12,0,,,,,,,,FALSE
LEWIS 1976,BW,Duric Humo-Ferric Podzol,50.5,-127.333,LOW,1,LF,NA,10,7.5,2.5,0.14,0,0,2,48.23,0,100,10,110,1688,20944,1688,208.2,TRUE
LEWIS 1976,BW,Duric Humo-Ferric Podzol,50.5,-127.333,LOW,2,H,NA,7.5,0,7.5,0.14,0,0,2,48.81,0,,,,5125,,5125,,FALSE
LEWIS 1976,BW,Duric Humo-Ferric Podzol,50.5,-127.333,LOW,3,Bfh1,NA,0,-15,15,1.38,0,52,1,4.24,0,,,,4213,,4213,,FALSE
LEWIS 1976,BW,Duric Humo-Ferric Podzol,50.5,-127.333,LOW,4,Bfh2,NA,-15,-30,15,1.38,0,52,1,3.23,0,,,,3209,,3209,,FALSE
LEWIS 1976,BW,Duric Humo-Ferric Podzol,50.5,-127.333,LOW,5,Bf1,NA,-30,-45,15,1.38,0,46,1,2.11,0,,,,2359,,2359,,FALSE
LEWIS 1976,BW,Duric Humo-Ferric Podzol,50.5,-127.333,LOW,6,Bf2,NA,-45,-60,15,1.38,0,59,1,1.22,0,,,,1035,,1035,,FALSE
LEWIS 1976,BW,Duric Humo-Ferric Podzol,50.5,-127.333,LOW,7,Bfgj1,NA,-60,-75,15,1.38,0,56,1,1.12,0,,,,1020,,1020,,FALSE
LEWIS 1976,BW,Duric Humo-Ferric Podzol,50.5,-127.333,LOW,8,Bfgh2,NA,-75,-90,15,1.38,0,56,1,2.11,0,,,,1922,,1922,,FALSE
LEWIS 1976,BW,Duric Humo-Ferric Podzol,50.5,-127.333,LOW,9,BCd,NA,-90,-105,15,1.38,0,56,1,0.41,0,,,,373,,249,,FALSE
LEWIS 1976,BW,Duric Humo-Ferric Podzol,50.5,-127.333,LOW,10,C,NA,105,105,0,,0,0,2,0.17,0,,,,,,,,FALSE
LEWIS 1976,GD,Duric Dystric Brunisol,49.05,-124.1666667,LOW,1,LF,NA,7.5,5,2.5,0.16,0,0,2,42.02,0,78,8,85,1681,10648,1681,106.48,TRUE
LEWIS 1976,GD,Duric Dystric Brunisol,49.05,-124.1666667,LOW,2,H,NA,5,0,5,0.16,0,0,2,31.9,0,,,,2552,,2552,,FALSE
LEWIS 1976,GD,Duric Dystric Brunisol,49.05,-124.1666667,LOW,3,Ae,NA,0,-2.5,2.5,1.24,0,22,1,1.89,0,,,,457,,457,,FALSE
LEWIS 1976,GD,Duric Dystric Brunisol,49.05,-124.1666667,LOW,4,Bm1,NA,-2.5,-17.5,15,1.45,0,44,1,1.31,0,,,,1596,,1596,,FALSE
LEWIS 1976,GD,Duric Dystric Brunisol,49.05,-124.1666667,LOW,5,Bm2,NA,-17.5,-32.5,15,1.45,0,44,1,1.25,0,,,,1522,,1522,,FALSE
LEWIS 1976,GD,Duric Dystric Brunisol,49.05,-124.1666667,LOW,6,Bm3,NA,-32.5,-47.5,15,1.45,0,44,1,0.89,0,,,,1084,,1084,,FALSE
LEWIS 1976,GD,Duric Dystric Brunisol,49.05,-124.1666667,LOW,7,Bmgj,NA,-47.5,-62.5,15,1.45,0,56,1,1.04,0,,,,995,,995,,FALSE
LEWIS 1976,GD,Duric Dystric Brunisol,49.05,-124.1666667,LOW,8,BCd,NA,-62.5,-77.5,15,1.45,0,0,2,0.35,0,,,,761,,761,,FALSE
LEWIS 1976,GD,Duric Dystric Brunisol,49.05,-124.1666667,LOW,9,C,NA,-77.5,-77.5,0,,0,0,2,0.12,0,,,,,,,,FALSE
LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,1,LF,NA,22.5,7.5,15,0.11,0,0,2,25.07,0,100,23,123,4137,55015,4137,544.21,TRUE
LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,2,H,NA,7.5,0,7.5,0.11,0,0,2,50.34,0,,,,4153,,4153,,FALSE
LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,3,Bhf1,NA,0,-15,15,0.86,0,49,1,10.98,0,,,,7224,,7224,,FALSE
LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,4,Bhf2,NA,-15,-30,15,0.86,0,33,1,8.56,0,,,,7398,,7398,,FALSE
LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,5,Bhf3,NA,-30,-45,15,0.86,0,29,1,7.93,0,,,,7263,,7263,,FALSE
LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,6,Bhf4,NA,-45,-60,15,0.86,0,33,1,11.01,0,,,,9516,,9516,,FALSE
LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,7,Bhfgj1,NA,-60,-75,15,0.86,0,48,1,9.58,0,,,,6426,,6426,,FALSE
LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,8,Bhfgj2,NA,-75,-90,15,0.86,0,41,1,9.35,0,,,,7116,,7116,,FALSE
LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,9,BCd,NA,-90,-105,15,1.71,0,54,1,1.51,0,,,,1782,,1188,,FALSE
LEWIS 1976,GW,Duric Ferro-Humic Podzol,48.6,-124.3666667,LOW,10,C,NA,105,105,0,,0,0,2,1.43,0,,,,,,,,FALSE
LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,1,LF,NA,12.5,10,2.5,0.11,0,0,2,33.41,0,70,13,83,919,20861,919,208.61,TRUE
LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,2,H,NA,10,0,10,0.11,0,0,2,44.35,0,,,,4878,,4878,,FALSE
LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,3,Bhf,NA,0,-15,15,0.86,0,35,1,6.13,0,,,,5140,,5140,,FALSE
LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,4,Bhf,NA,-15,-30,15,0.86,0,39,1,5.38,0,,,,4234,,4234,,FALSE
LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,5,Bfhgj1,NA,-30,-45,15,0.86,0,41,1,3.67,0,,,,2793,,2793,,FALSE
LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,6,Bfhgj2,NA,-45,-55,10,0.86,0,45,1,3.3,0,,,,1561,,1561,,FALSE
LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,7,BCd,NA,-55,-70,15,1.71,0,44,1,0.93,0,,,,1336,,1336,,FALSE
LEWIS 1976,LW,Duric Ferro-Humic Podzol,50.61666667,-128.05,LOW,8,C,NA,-70,-70,0,,0,0,2,0.39,0,,,,,,,,FALSE
LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,1,LF,NA,10,7.5,2.5,0.14,0,0,2,46.61,0,100,10,110,1631,30636,1631,268.01,TRUE
LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,2,H,NA,7.5,0,7.5,0.14,0,0,2,43.16,0,,,,4532,,4532,,FALSE
LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,3,Ae,NA,0,-5,5,1.31,0,22,1,1.16,0,,,,593,,593,,FALSE
LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,4,Bfh,NA,-5,-20,15,1.46,0,32,1,2.98,0,,,,4438,,4438,,FALSE
LEWIS 1976,SW,Orthic Humo-Ferric Podzol,48.56666667,-124.3333333,LOW,5,Bf1,NA,-20,-35,15,1.46,0,36,1,2.59,0,,,,3630,,3630,,FALSE
