source,pedon_id,order,lat,lon,latlon_q,horizon_number,horizon,horizon_type,depth2,depth1,depth,bulk_density,bd_method,cf,cf_method,cconc,cconc_method,mineral_d,ff_d,total_d,ccontent,total_c,ccontent_1m,total_c_1m,pedon_start
Kenney et al. 1988 Rep bc43-2,2383,Orthic Dystric Brunisol,48.97,-123.64,HIGH,2,Ah,Mineral,0,,4,1.07,1,50,1,6.2,0,,,,1327,,1327,,FALSE
Kenney et al. 1988 Rep bc43-2,2383,Orthic Dystric Brunisol,48.97,-123.64,HIGH,3,Bf,Mineral,4,,8,1.03,1,40,1,1.9,0,,,,939,,939,,FALSE
Kenney et al. 1988 Rep bc43-2,2383,Orthic Dystric Brunisol,48.97,-123.64,HIGH,4,Bm1,Mineral,12,,38,1.45,1,40,1,1.2,0,,,,3967,,3967,,FALSE
Kenney et al. 1988 Rep bc43-2,2383,Orthic Dystric Brunisol,48.97,-123.64,HIGH,5,Bm2,Mineral,50,,10,1.45,1,30,1,0.6,0,,,,609,,609,,FALSE
Kenney et al. 1988 Rep bc43-2,2383,Orthic Dystric Brunisol,48.97,-123.64,HIGH,6,IIBCgj,Mineral,60,,5,1.45,1,15,1,0.5,1,,,,308,,308,,FALSE
Kenney et al. 1988 Rep bc43-2,2383,Orthic Dystric Brunisol,48.97,-123.64,HIGH,7,IICg,Mineral,65,,15,1.38,1,30,1,0.3,1,,,,435,,435,,FALSE
Kenney et al. 1988 Rep bc43-2,2383,Orthic Dystric Brunisol,48.97,-123.64,HIGH,8,IICcg,Mineral,80,,20,1.38,1,25,1,0.3,1,,,,621,,621,,FALSE
Oswald 1973 Rep BC-43,2888,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-15,,15,0.11,1,0,1,29.6,0,100,15,115,4884,43174,4884,431.74,TRUE
Oswald 1973 Rep BC-43,2888,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ah,Mineral,0,,20,0.93,1,27.5,1,7.3,0,,,,9844,,9844,,FALSE
Oswald 1973 Rep BC-43,2888,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,Mineral,20,,23,0.86,1,37,1,8.8,0,,,,10966,,10966,,FALSE
Oswald 1973 Rep BC-43,2888,Orthic Humic Podzol,48.92,-124.97,LOW,4,C,Mineral,43,,57,1.74,1,29.5,1,2.5,0,,,,17480,,17480,,FALSE
Oswald 1973 Rep BC-43,2889,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,Organic,-8,,8,0.14,1,0,1,52.4,0,100,8,108,5869,57577,5869,575.77,TRUE
Oswald 1973 Rep BC-43,2889,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,2,Ah,Mineral,0,,15,1.31,1,37,1,6,0,,,,7428,,7428,,FALSE
Oswald 1973 Rep BC-43,2889,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf1,Mineral,15,,25,1.38,1,34.5,1,4.4,0,,,,9943,,9943,,FALSE
Oswald 1973 Rep BC-43,2889,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,4,Bf2,Mineral,40,,31,1.38,1,39,1,4,0,,,,10438,,10438,,FALSE
Oswald 1973 Rep BC-43,2889,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,5,Bf3,Mineral,71,,18,1.38,1,37.5,1,7.1,0,,,,11023,,11023,,FALSE
Oswald 1973 Rep BC-43,2889,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,6,Bf4,Mineral,89,,11,1.38,1,41.5,1,14.5,0,,,,12876,,12876,,FALSE
Oswald 1973 Rep BC-43,2890,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-30,,30,0.11,1,0,1,44.3,0,100,30,130,14619,41935,14619,419.35,TRUE
Oswald 1973 Rep BC-43,2890,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,2,Ae,Mineral,0,,20,0.93,1,18.5,1,1.5,0,,,,2274,,2274,,FALSE
Oswald 1973 Rep BC-43,2890,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,3,Bhf1,Mineral,20,,26,0.86,1,23,1,5.1,0,,,,8781,,8781,,FALSE
Oswald 1973 Rep BC-43,2890,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,4,Bhf2,Mineral,46,,54,0.86,1,25.5,1,4.7,0,,,,16261,,16261,,FALSE
Oswald 1973 Rep BC-43,2891,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-35,,35,0.11,1,0,1,44.2,0,100,35,135,17017,70536,17017,705.36,TRUE
Oswald 1973 Rep BC-43,2891,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ae,Mineral,0,,10,0.93,1,18.5,1,4.8,0,,,,3638,,3638,,FALSE
Oswald 1973 Rep BC-43,2891,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,Mineral,10,,23,0.86,1,29,1,10,0,,,,14044,,14044,,FALSE
Oswald 1973 Rep BC-43,2891,Orthic Humic Podzol,48.92,-124.97,LOW,4,BC,Mineral,33,,67,1.71,1,32,1,4.6,0,,,,35837,,35837,,FALSE
Oswald 1973 Rep BC-43,2892,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,Organic,-8,,8,0.14,1,0,1,35.4,0,37,8,45,3965,52745,3965,527.45,TRUE
Oswald 1973 Rep BC-43,2892,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,2,Ah,Mineral,0,,8,1.31,1,29,1,23.9,0,,,,17784,,17784,,FALSE
Oswald 1973 Rep BC-43,2892,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bhf1,Mineral,8,,12,0.87,1,25.5,1,12.7,0,,,,9878,,9878,,FALSE
Oswald 1973 Rep BC-43,2892,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,4,Bhf2,Mineral,20,,17,0.87,1,14.5,1,16.7,0,,,,21118,,21118,,FALSE
Oswald 1973 Rep BC-43,2892,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,5,Rock,Mineral,37,,63,,0,0,2,,0,,,,,,,,FALSE
Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-10,,10,0.11,1,0,1,17.4,0,100,10,110,1914,22405,1914,224.05,TRUE
Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ae,Mineral,0,,12,0.93,1,16,1,3.7,0,,,,3469,,3469,,FALSE
Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,Mineral,12,,31,0.86,1,12.5,1,4,0,,,,9331,,9331,,FALSE
Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bf,Mineral,43,,21,1.17,1,16.5,1,1.9,0,,,,3898,,3898,,FALSE
Oswald 1973 Rep BC-43,2893,Orthic Humic Podzol,48.92,-124.97,LOW,5,C,Mineral,64,,36,1.74,1,13.5,1,0.7,0,,,,3793,,3793,,FALSE
Oswald 1973 Rep BC-43,2894,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-10,,10,0.11,1,0,1,22,0,100,10,110,2420,22746,2420,227.46,TRUE
Oswald 1973 Rep BC-43,2894,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ae,Mineral,0,,8,0.93,1,16.5,1,2.8,0,,,,1739,,1739,,FALSE
Oswald 1973 Rep BC-43,2894,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,Mineral,8,,5,0.86,1,29,1,7.7,0,,,,2351,,2351,,FALSE
Oswald 1973 Rep BC-43,2894,Orthic Humic Podzol,48.92,-124.97,LOW,4,C,Mineral,13,,87,1.74,1,28.5,1,1.5,0,,,,16236,,16236,,FALSE
Oswald 1973 Rep BC-43,2895,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-18,,18,0.11,1,0,1,16.5,0,46,18,64,3267,54622,3267,546.22,TRUE
Oswald 1973 Rep BC-43,2895,Orthic Humic Podzol,48.92,-124.97,LOW,2,Bh1,Mineral,0,,25,0.86,1,33.5,1,14.1,0,,,,20159,,20159,,FALSE
Oswald 1973 Rep BC-43,2895,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh2,Mineral,25,,21,0.86,1,3.5,1,17.9,0,,,,31196,,31196,,FALSE
Oswald 1973 Rep BC-43,2895,Orthic Humic Podzol,48.92,-124.97,LOW,4,Rock,Mineral,46,,54,,0,0,2,,0,,,,,,,,FALSE
Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-23,,23,0.11,1,0,1,44.8,0,48,23,71,11334,59571,11334,595.71,TRUE
Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ae,Mineral,0,,8,0.93,1,18.5,1,7.5,0,,,,4548,,4548,,FALSE
Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,Mineral,8,,15,0.86,1,17,1,14.3,0,,,,15311,,15311,,FALSE
Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bhf1,Mineral,23,,15,0.86,1,11.5,1,10.9,0,,,,12444,,12444,,FALSE
Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,48.92,-124.97,LOW,5,Bhf2,Mineral,38,,10,0.86,1,3.5,1,19.2,0,,,,15934,,15934,,FALSE
Oswald 1973 Rep BC-43,2896,Orthic Humic Podzol,48.92,-124.97,LOW,6,Rock,Mineral,48,,52,,0,0,2,,0,,,,,,,,FALSE
Oswald 1973 Rep BC-43,2897,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,Organic,-30,,30,0.14,1,0,1,45,0,100,30,130,18900,53820,18900,538.2,TRUE
Oswald 1973 Rep BC-43,2897,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,2,Bf,Mineral,0,,18,1.46,1,31,1,4.3,0,,,,7797,,7797,,FALSE
Oswald 1973 Rep BC-43,2897,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,3,BC,Mineral,18,,46,1.19,1,43,1,4.1,0,,,,12793,,12793,,FALSE
Oswald 1973 Rep BC-43,2897,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,4,C,Mineral,64,,36,1.63,1,44.5,1,4.4,0,,,,14330,,14330,,FALSE
Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-10,,10,0.11,1,0,1,31.2,1,100,10,110,3432,61114,3432,611.14,TRUE
Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ah1,Mineral,0,,8,0.93,1,23.5,1,14.7,0,,,,8367,,8367,,FALSE
Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,48.92,-124.97,LOW,3,Ah2,Mineral,8,,10,0.93,1,17,1,11.6,0,,,,8954,,8954,,FALSE
Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bh,Mineral,18,,30,0.86,1,28,1,8.7,0,,,,16161,,16161,,FALSE
Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,48.92,-124.97,LOW,5,Bhf,Mineral,48,,18,0.86,1,23.5,1,6.7,0,,,,7934,,7934,,FALSE
Oswald 1973 Rep BC-43,2898,Orthic Humic Podzol,48.92,-124.97,LOW,6,Bf,Mineral,66,,34,1.17,1,13,1,4.7,0,,,,16266,,16266,,FALSE
Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,Organic,-13,,13,0.14,1,0,1,29.8,0,100,13,113,5424,62540,5424,625.4,TRUE
Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,2,Ah,Mineral,0,,18,1.31,1,8.5,1,6,0,,,,12945,,12945,,FALSE
Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf1,Mineral,18,,23,1.38,1,11.5,1,4.6,0,,,,12921,,12921,,FALSE
Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,4,Bf2,Mineral,41,,17,1.38,1,0.5,1,5.5,0,,,,12838,,12838,,FALSE
Oswald 1973 Rep BC-43,2899,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,5,C,Mineral,58,,42,1.63,1,18.5,1,3.3,0,,,,18412,,18412,,FALSE
Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-38,,38,0.11,1,0,1,43.4,0,61,38,99,18141,58023,18141,580.23,TRUE
Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,2,Ae,Mineral,0,,15,0.93,1,17.5,1,4.5,0,,,,5179,,5179,,FALSE
Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,3,Bhf1,Mineral,15,,20,0.86,1,15,1,7.1,0,,,,10380,,10380,,FALSE
Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,4,Bhf2,Mineral,35,,26,0.86,1,26.5,1,14.8,0,,,,24323,,24323,,FALSE
Oswald 1973 Rep BC-43,2900,Orthic Ferro-Humic Podzol,48.92,-124.97,LOW,5,Rock,Mineral,61,,39,,0,0,2,,0,,,,,,,,FALSE
Oswald 1973 Rep BC-43,2901,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-18,,18,0.11,1,0,1,36.3,0,100,18,118,7187,88480,7187,884.8,TRUE
Oswald 1973 Rep BC-43,2901,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ah,Mineral,0,,15,0.93,1,21.5,1,20.5,0,,,,22449,,22449,,FALSE
Oswald 1973 Rep BC-43,2901,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,Mineral,15,,26,0.86,1,28.5,1,11.8,0,,,,18865,,18865,,FALSE
Oswald 1973 Rep BC-43,2901,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bf,Mineral,41,,59,1.17,1,28.5,1,8.1,0,,,,39979,,39979,,FALSE
Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-10,,10,0.11,1,0,1,30.7,0,100,10,110,3377,76676,3377,766.76,TRUE
Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ah,Mineral,0,,15,0.93,1,24.5,1,10.1,0,,,,10638,,10638,,FALSE
Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,Mineral,15,,17,0.86,1,28.5,1,8.6,0,,,,8990,,8990,,FALSE
Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bhf1,Mineral,32,,16,0.86,1,24,1,8.2,0,,,,8575,,8575,,FALSE
Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,48.92,-124.97,LOW,5,Bhf2,Mineral,48,,16,0.86,1,28.5,1,8.4,0,,,,8264,,8264,,FALSE
Oswald 1973 Rep BC-43,2902,Orthic Humic Podzol,48.92,-124.97,LOW,6,C,Mineral,64,,36,1.74,1,30,1,8.4,0,,,,36832,,36832,,FALSE
Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,Organic,-10,,10,0.14,1,0,1,23,0,100,10,110,3220,47168,3220,471.68,TRUE
Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,2,Ah,Mineral,0,,13,1.31,1,33,1,8.6,0,,,,9813,,9813,,FALSE
Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf1,Mineral,13,,17,1.38,1,30.5,1,4.7,0,,,,7663,,7663,,FALSE
Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,4,Bf2,Mineral,30,,41,1.38,1,27,1,2.7,0,,,,11152,,11152,,FALSE
Oswald 1973 Rep BC-43,2903,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,5,Bhf,Mineral,71,,29,0.87,1,31,1,8.8,0,,,,15320,,15320,,FALSE
Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-28,,28,0.11,1,0,1,47.9,0,94,28,122,14753,62945,14753,629.45,TRUE
Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ae,Mineral,0,,5,0.93,1,15,1,5.9,0,,,,2332,,2332,,FALSE
Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,Mineral,5,,10,0.86,1,26,1,7.8,0,,,,4964,,4964,,FALSE
Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bhf1,Mineral,15,,26,0.86,1,28,1,5.1,0,,,,8211,,8211,,FALSE
Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,5,Bhf2,Mineral,41,,23,0.86,1,27.5,1,6.4,0,,,,9178,,9178,,FALSE
Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,6,Bhf3,Mineral,64,,15,0.86,1,21.5,1,7.5,0,,,,7595,,7595,,FALSE
Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,7,C,Mineral,79,,15,1.74,1,31.5,1,8.9,0,,,,15912,,15912,,FALSE
Oswald 1973 Rep BC-43,2904,Orthic Humic Podzol,48.92,-124.97,LOW,8,Rock,Mineral,94,,6,,0,0,2,,0,,,,,,,,FALSE
Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,Organic,-15,,15,0.14,1,0,1,43.4,0,76,15,91,9114,35914,9114,359.14,TRUE
Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,2,Ah,Mineral,0,,10,1.31,1,25.5,1,4.3,0,,,,4197,,4197,,FALSE
Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf1,Mineral,10,,13,1.38,1,25,1,2.4,0,,,,3229,,3229,,FALSE
Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,4,Bf2,Mineral,23,,20,1.38,1,32,1,2.2,0,,,,4129,,4129,,FALSE
Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,5,Bf3,Mineral,43,,10,1.38,1,36,1,4.7,0,,,,4151,,4151,,FALSE
Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,6,Bhf,Mineral,53,,23,0.87,1,37,1,8.8,0,,,,11094,,11094,,FALSE
Oswald 1973 Rep BC-43,2905,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,7,Rock,Mineral,76,,24,,0,0,2,,0,,,,,,,,FALSE
Oswald 1973 Rep BC-43,2907,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-13,,13,0.11,1,0,1,32.4,0,46,13,59,4633,43261,4633,432.61,TRUE
Oswald 1973 Rep BC-43,2907,Orthic Humic Podzol,48.92,-124.97,LOW,2,Bh1,Mineral,0,,30,0.86,1,35,1,15.2,0,,,,25490,,25490,,FALSE
Oswald 1973 Rep BC-43,2907,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh2,Mineral,30,,16,0.86,1,23,1,12.4,0,,,,13138,,13138,,FALSE
Oswald 1973 Rep BC-43,2907,Orthic Humic Podzol,48.92,-124.97,LOW,4,Rock,Mineral,46,,54,,0,0,2,,0,,,,,,,,FALSE
Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,1,Ah,Mineral,0,,23,1.31,1,39,1,7,0,100,0,100,12866,39456,12866,394.56,TRUE
Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,2,Bhf,Mineral,23,,15,0.87,1,30.5,1,7.3,0,,,,6621,,6621,,FALSE
Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf1,Mineral,38,,15,1.38,1,31,1,2.9,0,,,,4142,,4142,,FALSE
Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,4,Bf2,Mineral,53,,26,1.38,1,34,1,3.8,1,,,,8999,,8999,,FALSE
Oswald 1973 Rep BC-43,2908,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,5,Bf3,Mineral,79,,21,1.38,1,38,1,3.8,0,,,,6828,,6828,,FALSE
Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,Organic,-33,,33,0.14,1,0,1,32.1,0,100,33,133,14830,37947,14830,379.47,TRUE
Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,2,Ah,Mineral,0,,13,1.31,1,31,1,7,0,,,,8225,,8225,,FALSE
Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf,Mineral,13,,33,1.38,1,33,1,2.7,0,,,,8238,,8238,,FALSE
Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,4,BC,Mineral,46,,18,1.38,1,26,1,0.9,0,,,,1654,,1654,,FALSE
Oswald 1973 Rep BC-43,2909,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,5,C,Mineral,64,,36,1.63,1,29,1,1.2,0,,,,5000,,5000,,FALSE
Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-35,,35,0.11,1,0,1,46.3,0,100,35,135,17826,50247,17826,502.47,TRUE
Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,48.92,-124.97,LOW,2,Ae,Mineral,0,,10,0.93,1,9,1,2.9,0,,,,2454,,2454,,FALSE
Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh,Mineral,10,,3,0.86,1,15.5,1,11.3,0,,,,2464,,2464,,FALSE
Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bhf,Mineral,13,,7,0.86,1,21,1,5.7,0,,,,2711,,2711,,FALSE
Oswald 1973 Rep BC-43,2910,Orthic Humic Podzol,48.92,-124.97,LOW,5,C,Mineral,20,,80,1.74,1,31.5,1,2.6,0,,,,24792,,24792,,FALSE
Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-5,,5,0.11,1,0,1,15.8,0,69,5,74,869,45073,869,450.73,TRUE
Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,48.92,-124.97,LOW,2,Bh,Mineral,0,,15,0.86,1,42,1,6.1,0,,,,4564,,4564,,FALSE
Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bf,Mineral,15,,17,1.17,1,44,1,2.9,0,,,,3230,,3230,,FALSE
Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bhf,Mineral,32,,37,0.86,1,42.5,1,19.9,0,,,,36410,,36410,,FALSE
Oswald 1973 Rep BC-43,2911,Orthic Humic Podzol,48.92,-124.97,LOW,5,Rock,Mineral,69,,31,,0,0,2,,0,,,,,,,,FALSE
Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,1,LFH,Organic,-8,,8,0.14,1,0,1,14.4,0,53,8,61,1613,36950,1613,369.5,TRUE
Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,2,Bf1,Mineral,0,,15,1.46,1,26,1,5.6,0,,,,9075,,9075,,FALSE
Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf2,Mineral,15,,15,1.46,1,27.5,1,7.5,0,,,,11908,,11908,,FALSE
Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,4,Bhf1,Mineral,30,,11,0.87,1,24,1,10,0,,,,7273,,7273,,FALSE
Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,5,Bhf2,Mineral,41,,12,0.87,1,33.5,1,10.2,0,,,,7081,,7081,,FALSE
Oswald 1973 Rep BC-43,2912,Orthic Humo-Ferric Podzol,48.92,-124.97,LOW,6,Rock,Mineral,53,,47,,0,0,2,,0,,,,,,,,FALSE
Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-13,,13,0.11,1,0,1,21.2,0,100,13,113,3032,56303,3032,563.03,TRUE
Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,48.92,-124.97,LOW,2,Bh1,Mineral,0,,8,0.86,1,12,1,16,0,,,,9687,,9687,,FALSE
Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,48.92,-124.97,LOW,3,Bh2,Mineral,8,,15,0.86,1,29.5,1,9.6,0,,,,8731,,8731,,FALSE
Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,48.92,-124.97,LOW,4,Bhf1,Mineral,23,,23,0.86,1,23.5,1,7.4,0,,,,11197,,11197,,FALSE
Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,48.92,-124.97,LOW,5,Bhf2,Mineral,46,,33,0.86,1,26,1,7.8,0,,,,16381,,16381,,FALSE
Oswald 1973 Rep BC-43,2913,Orthic Humic Podzol,48.92,-124.97,LOW,6,Bf,Mineral,79,,21,1.17,1,29.5,1,4.2,0,,,,7275,,7275,,FALSE
Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,1,Ah,Mineral,0,,8,1.31,1,20,1,10.7,0,100,0,100,8971,37471,8971,374.71,TRUE
Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,2,Bhf,Mineral,8,,7,0.87,1,12,1,5.5,0,,,,2948,,2948,,FALSE
Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,3,Bf,Mineral,15,,22,1.38,1,11.5,1,4.3,0,,,,11553,,11553,,FALSE
Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,4,IC,Mineral,37,,9,1.63,1,24,1,2,0,,,,2230,,2230,,FALSE
Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,5,IIBf,Mineral,46,,33,1.38,1,7,1,2.1,0,,,,8894,,8894,,FALSE
Oswald 1973 Rep BC-43,2914,Sombric Humo-Ferric Podzol,48.92,-124.97,LOW,6,IIC,Mineral,79,,21,1.63,1,40,1,1.4,0,,,,2875,,2875,,FALSE
Oswald 1973 Rep BC-43,2915,Sombric Ferro-Humic Podzol,48.92,-124.97,LOW,1,LFH,Organic,-8,,8,0.11,1,0,1,18.7,0,100,8,108,1646,52479,1646,524.79,TRUE
Oswald 1973 Rep BC-43,2915,Sombric Ferro-Humic Podzol,48.92,-124.97,LOW,2,Ah,Mineral,0,,28,0.93,1,36.5,1,12.6,0,,,,20835,,20835,,FALSE
Oswald 1973 Rep BC-43,2915,Sombric Ferro-Humic Podzol,48.92,-124.97,LOW,3,Bf1,Mineral,28,,33,1.17,1,31.5,1,4.2,0,,,,11108,,11108,,FALSE
